device_os,amt,gender,city,job,category,city_pop,age_group,job_age_group,hour_sin,hour_cos
Windows,31.91,M,Phoenix,Lawyer,Electronics,1680992,31-45,Lawyer_31-45,1,6.15826833971767e-17
macOS,338.97,F,Los Angeles,Doctor,Apparel,3979576,31-45,Doctor_31-45,1,6.15826833971767e-17
Linux,413.54,F,Chicago,Doctor,Electronics,2716000,46-60,Doctor_46-60,0.707106781186548,-0.707106781186547
Linux,201.5,F,Phoenix,Artist,Groceries,1680992,46-60,Artist_46-60,0.707106781186548,-0.707106781186547
other,490.85,F,Test City,Teacher,Apparel,3979576,46-60,Teacher_46-60,-0.866025403784438,-0.5
X11,207.43,M,Test City,Clerk,Groceries,2716000,16-30,Clerk_16-30,0.866025403784439,-0.5
Windows,351.17,M,New York,Engineer,Apparel,8419600,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
macOS,303.27,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,0.866025403784439,0.5
macOS,32.8,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.866025403784439,-0.5
macOS,329.59,M,Test City,Teacher,Groceries,2716000,16-30,Teacher_16-30,-1,-1.83880688453542e-16
Windows,455.39,M,Houston,Teacher,Electronics,2328000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
X11,158.73,M,Chicago,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.707106781186548,-0.707106781186547
Windows,446.88,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.5,-0.866025403784439
X11,331.1,M,Phoenix,Clerk,Electronics,1680992,16-30,Clerk_16-30,-0.965925826289069,0.25881904510252
other,190.79,F,Test City,Teacher,Apparel,2716000,46-60,Teacher_46-60,-0.5,0.866025403784438
other,472.1,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.5,-0.866025403784439
Windows,418.25,F,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,0.866025403784439,0.5
other,272.52,F,Chicago,Artist,Apparel,2716000,16-30,Artist_16-30,-0.5,-0.866025403784439
macOS,206.32,M,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,0.707106781186547,0.707106781186548
Windows,27.08,F,Phoenix,Engineer,Entertainment,1680992,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
other,214.37,M,New York,Teacher,Entertainment,8419600,46-60,Teacher_46-60,0.258819045102521,0.965925826289068
macOS,23.58,M,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,-0.5,0.866025403784438
Windows,160.29,F,Houston,Lawyer,Electronics,2328000,46-60,Lawyer_46-60,0.707106781186547,0.707106781186548
macOS,218.49,M,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,0.866025403784439,-0.5
macOS,154.61,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.965925826289068,-0.258819045102521
other,198.44,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,0.258819045102521,-0.965925826289068
Windows,333.53,F,Los Angeles,Artist,Travel,3979576,60+,Artist_60+,0.5,-0.866025403784439
Windows,234.39,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
macOS,162.18,M,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,0.5,-0.866025403784439
other,145.05,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0.965925826289068,-0.258819045102521
Windows,194.88,M,Los Angeles,Engineer,Apparel,3979576,60+,Engineer_60+,0.866025403784439,-0.5
macOS,469.65,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.258819045102521,-0.965925826289068
macOS,34.3,M,Test City,Doctor,Travel,1680992,60+,Doctor_60+,0.866025403784439,0.5
other,298.24,M,Los Angeles,Teacher,Groceries,3979576,46-60,Teacher_46-60,-0.707106781186548,0.707106781186547
Linux,60.38,F,Test City,Clerk,Electronics,3979576,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
Windows,249.69,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,0.707106781186548,-0.707106781186547
other,397.43,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.707106781186548,-0.707106781186547
X11,213.55,M,Test City,Clerk,Electronics,2328000,46-60,Clerk_46-60,0.965925826289068,0.258819045102521
macOS,303.17,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0,1
macOS,376.11,F,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,-0.866025403784439,0.5
macOS,429.03,M,Houston,Artist,Electronics,2328000,16-30,Artist_16-30,-1,-1.83880688453542e-16
Windows,198.76,F,Los Angeles,Artist,Apparel,3979576,46-60,Artist_46-60,-0.866025403784438,-0.5
other,156.95,M,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,0.5,0.866025403784439
Windows,192.62,M,Test City,Doctor,Groceries,2716000,16-30,Doctor_16-30,0.866025403784439,0.5
macOS,254.17,M,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,1.22514845490862e-16,-1
macOS,461.83,F,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,0.866025403784439,0.5
Windows,114.7,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,0.707106781186548,-0.707106781186547
Windows,55.47,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,0.5,-0.866025403784439
other,383.02,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,0.258819045102521,0.965925826289068
Windows,414.48,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,1,6.15826833971767e-17
X11,413.14,F,Los Angeles,Lawyer,Groceries,3979576,16-30,Lawyer_16-30,0,1
Windows,105.44,M,Los Angeles,Engineer,Electronics,3979576,46-60,Engineer_46-60,0.866025403784439,0.5
Windows,27.73,M,Test City,Doctor,Travel,2716000,46-60,Doctor_46-60,0.5,0.866025403784439
other,390.2,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.707106781186548,0.707106781186547
macOS,288.57,F,Los Angeles,Artist,Electronics,3979576,31-45,Artist_31-45,0.258819045102521,0.965925826289068
Windows,79.25,M,New York,Nurse,Apparel,8419600,16-30,Nurse_16-30,0.258819045102521,-0.965925826289068
Linux,389.98,M,Chicago,Nurse,Travel,2716000,31-45,Nurse_31-45,0.965925826289068,-0.258819045102521
other,175.68,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0.866025403784439,-0.5
macOS,118,M,Test City,Clerk,Travel,2716000,46-60,Clerk_46-60,1.22514845490862e-16,-1
other,55.81,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,-0.965925826289069,0.25881904510252
other,364.85,F,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,0,1
Windows,324.31,F,Test City,Doctor,Entertainment,1680992,60+,Doctor_60+,0.866025403784439,0.5
Windows,144.23,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.5,0.866025403784438
Windows,306.01,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0,1
other,99.27,F,Phoenix,Teacher,Entertainment,1680992,31-45,Teacher_31-45,0.5,0.866025403784439
other,429.92,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.965925826289068,-0.258819045102521
macOS,305.83,F,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.707106781186547,0.707106781186548
other,327.77,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,-0.258819045102521,-0.965925826289068
X11,219.87,M,Los Angeles,Engineer,Travel,3979576,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
Windows,20.14,F,Houston,Doctor,Electronics,2328000,31-45,Doctor_31-45,-0.965925826289068,-0.258819045102521
macOS,22.91,M,Chicago,Teacher,Groceries,2716000,60+,Teacher_60+,-0.5,-0.866025403784439
macOS,255.39,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.866025403784439,-0.5
other,392.4,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,-0.866025403784439,0.5
macOS,42.55,F,Houston,Doctor,Electronics,2328000,16-30,Doctor_16-30,-0.866025403784439,0.5
Windows,150.49,F,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,1.22514845490862e-16,-1
Windows,186.87,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,0.258819045102521,-0.965925826289068
other,363.89,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
Windows,438.1,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,383.11,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.5,0.866025403784438
X11,17.17,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,-0.866025403784438,-0.5
X11,308.73,M,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,0.5,-0.866025403784439
Windows,12.98,F,Chicago,Doctor,Groceries,2716000,16-30,Doctor_16-30,0.866025403784439,0.5
macOS,290.76,M,Test City,Teacher,Electronics,2716000,16-30,Teacher_16-30,-0.707106781186548,0.707106781186547
X11,424.92,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.965925826289068,-0.258819045102521
X11,292.27,F,Chicago,Clerk,Electronics,2716000,60+,Clerk_60+,1.22514845490862e-16,-1
Windows,311.8,F,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,0.965925826289068,-0.258819045102521
Windows,25.29,M,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-0.258819045102522,0.965925826289068
other,76.86,M,Chicago,Doctor,Entertainment,2716000,60+,Doctor_60+,-0.965925826289069,0.25881904510252
Windows,197.45,M,Phoenix,Nurse,Travel,1680992,31-45,Nurse_31-45,0.866025403784439,0.5
Windows,113.4,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
other,41.52,F,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-0.5,-0.866025403784439
macOS,3.87,M,New York,Clerk,Groceries,8419600,46-60,Clerk_46-60,1.22514845490862e-16,-1
other,492.94,F,Chicago,Doctor,Groceries,2716000,31-45,Doctor_31-45,1,6.15826833971767e-17
macOS,190.98,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-1,-1.83880688453542e-16
other,302.29,M,Phoenix,Lawyer,Groceries,1680992,31-45,Lawyer_31-45,-1,-1.83880688453542e-16
other,468.65,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.707106781186547,0.707106781186548
other,13.3,F,Chicago,Clerk,Travel,2716000,16-30,Clerk_16-30,0.866025403784439,0.5
Windows,442.4,F,Test City,Engineer,Entertainment,2716000,60+,Engineer_60+,-0.965925826289068,-0.258819045102521
macOS,434.96,F,Test City,Doctor,Entertainment,2716000,16-30,Doctor_16-30,1,6.15826833971767e-17
macOS,456.38,M,Phoenix,Artist,Electronics,1680992,60+,Artist_60+,-0.5,0.866025403784438
Linux,201.56,F,Houston,Clerk,Entertainment,2328000,16-30,Clerk_16-30,-0.866025403784439,0.5
macOS,382.62,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,1,6.15826833971767e-17
X11,198.24,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.258819045102521,-0.965925826289068
Windows,465.25,M,New York,Doctor,Travel,8419600,16-30,Doctor_16-30,-0.707106781186547,-0.707106781186548
macOS,293.21,M,Test City,Teacher,Groceries,2716000,16-30,Teacher_16-30,-0.866025403784439,0.5
other,105.74,F,Chicago,Nurse,Apparel,2716000,46-60,Nurse_46-60,-0.258819045102522,0.965925826289068
Windows,445.26,M,Los Angeles,Lawyer,Apparel,3979576,60+,Lawyer_60+,0.5,-0.866025403784439
macOS,499.4,F,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0,1
other,267.89,F,Test City,Doctor,Entertainment,2716000,31-45,Doctor_31-45,0.965925826289068,-0.258819045102521
macOS,170.62,F,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-0.707106781186547,-0.707106781186548
other,13.39,F,Test City,Doctor,Apparel,2716000,16-30,Doctor_16-30,-0.965925826289069,0.25881904510252
macOS,439.4,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
macOS,439.17,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.866025403784439,0.5
macOS,377.13,M,Test City,Engineer,Travel,2716000,60+,Engineer_60+,0.866025403784439,0.5
macOS,119.41,M,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,-0.866025403784439,0.5
Linux,394.29,M,Los Angeles,Engineer,Groceries,3979576,46-60,Engineer_46-60,1.22514845490862e-16,-1
Linux,466.34,M,New York,Artist,Electronics,8419600,46-60,Artist_46-60,-0.258819045102522,0.965925826289068
X11,435.92,M,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,0.965925826289068,0.258819045102521
other,101.48,F,Houston,Engineer,Travel,2328000,60+,Engineer_60+,-0.5,0.866025403784438
Windows,101.56,M,Los Angeles,Engineer,Apparel,3979576,31-45,Engineer_31-45,-0.965925826289069,0.25881904510252
other,101.46,M,Test City,Doctor,Travel,2716000,60+,Doctor_60+,0.258819045102521,0.965925826289068
Windows,423.65,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.866025403784439,0.5
other,376.45,M,Houston,Clerk,Groceries,2328000,16-30,Clerk_16-30,0.5,-0.866025403784439
Linux,118.55,M,Phoenix,Teacher,Entertainment,1680992,16-30,Teacher_16-30,0.866025403784439,0.5
other,104.91,F,Houston,Teacher,Travel,2328000,16-30,Teacher_16-30,0.866025403784439,0.5
macOS,93.7,F,Phoenix,Clerk,Travel,1680992,46-60,Clerk_46-60,0.965925826289068,0.258819045102521
Windows,124.37,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.258819045102521,-0.965925826289068
Linux,54.33,F,New York,Lawyer,Entertainment,8419600,46-60,Lawyer_46-60,0,1
Linux,271.43,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,0.707106781186548,-0.707106781186547
other,327.1,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
other,266.43,M,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-1,-1.83880688453542e-16
Windows,90.28,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,0.258819045102521,-0.965925826289068
X11,110.81,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.866025403784439,0.5
other,216.06,M,Houston,Lawyer,Apparel,2328000,16-30,Lawyer_16-30,-0.866025403784438,-0.5
macOS,30.16,M,Test City,Engineer,Travel,2716000,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
macOS,135.21,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,-0.5,0.866025403784438
Windows,37.41,M,Test City,Clerk,Travel,2716000,16-30,Clerk_16-30,-0.5,0.866025403784438
macOS,80.73,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
macOS,178.11,M,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,-1,-1.83880688453542e-16
macOS,184.38,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
Linux,432.53,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,-0.258819045102521,-0.965925826289068
X11,69.31,M,Houston,Engineer,Groceries,2328000,31-45,Engineer_31-45,0.707106781186547,0.707106781186548
Windows,159.06,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0.5,-0.866025403784439
macOS,154.93,M,Chicago,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
other,430.72,M,Test City,Clerk,Travel,8419600,46-60,Clerk_46-60,0.965925826289068,-0.258819045102521
other,317.42,M,Phoenix,Lawyer,Apparel,1680992,16-30,Lawyer_16-30,1,6.15826833971767e-17
other,39.56,F,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,0.707106781186548,-0.707106781186547
Linux,399.35,F,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,-0.866025403784439,0.5
other,363.73,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
Windows,33.03,M,Test City,Teacher,Entertainment,2716000,31-45,Teacher_31-45,0,1
Windows,376.31,M,Houston,Teacher,Entertainment,2328000,60+,Teacher_60+,-0.258819045102522,0.965925826289068
other,447.49,M,Los Angeles,Clerk,Groceries,3979576,16-30,Clerk_16-30,-0.5,-0.866025403784439
other,403.47,M,Test City,Engineer,Apparel,2716000,60+,Engineer_60+,-0.965925826289069,0.25881904510252
other,173.24,M,Test City,Teacher,Groceries,2716000,16-30,Teacher_16-30,-0.866025403784438,-0.5
macOS,96.45,F,New York,Clerk,Electronics,8419600,46-60,Clerk_46-60,0.258819045102521,0.965925826289068
Linux,497.94,M,Test City,Engineer,Entertainment,2716000,60+,Engineer_60+,-0.965925826289068,-0.258819045102521
Linux,214.71,M,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.5,0.866025403784439
other,182.2,F,Phoenix,Engineer,Electronics,1680992,46-60,Engineer_46-60,0.866025403784439,0.5
other,36.89,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-1,-1.83880688453542e-16
Windows,391.31,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.707106781186547,0.707106781186548
other,464.71,M,Test City,Doctor,Entertainment,2716000,31-45,Doctor_31-45,0.866025403784439,0.5
macOS,34.25,M,Los Angeles,Engineer,Apparel,3979576,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
Linux,194.14,M,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.258819045102521,0.965925826289068
other,396.62,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.258819045102521,-0.965925826289068
macOS,384,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.866025403784439,0.5
Windows,458.46,F,Phoenix,Artist,Travel,1680992,46-60,Artist_46-60,-1,-1.83880688453542e-16
macOS,16.11,M,Test City,Clerk,Apparel,2716000,16-30,Clerk_16-30,-0.707106781186547,-0.707106781186548
macOS,217.02,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.965925826289068,-0.258819045102521
other,32.2,F,Chicago,Nurse,Apparel,2716000,46-60,Nurse_46-60,0.866025403784439,0.5
Windows,219.65,F,Houston,Engineer,Apparel,2328000,60+,Engineer_60+,0,1
Windows,437.46,F,Test City,Doctor,Groceries,2716000,16-30,Doctor_16-30,1,6.15826833971767e-17
other,170.51,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,-0.866025403784439,0.5
Windows,180.25,F,New York,Clerk,Apparel,8419600,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
Linux,372.93,M,Test City,Doctor,Entertainment,2716000,46-60,Doctor_46-60,0.707106781186548,-0.707106781186547
other,114.98,M,Los Angeles,Engineer,Groceries,3979576,46-60,Engineer_46-60,0.866025403784439,0.5
Windows,449.32,F,Test City,Clerk,Entertainment,3979576,60+,Clerk_60+,-0.866025403784439,0.5
X11,311.04,F,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
macOS,411.95,F,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,0.965925826289068,0.258819045102521
Windows,249.6,M,Houston,Doctor,Apparel,2328000,31-45,Doctor_31-45,-0.866025403784438,-0.5
macOS,211.13,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.866025403784438,-0.5
macOS,40.71,F,New York,Lawyer,Travel,8419600,46-60,Lawyer_46-60,-0.707106781186547,-0.707106781186548
Windows,457.26,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.707106781186548,0.707106781186547
Windows,216.27,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,311.67,F,Phoenix,Doctor,Travel,1680992,16-30,Doctor_16-30,0.5,0.866025403784439
other,480.11,F,Chicago,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
macOS,324.7,F,Los Angeles,Engineer,Apparel,3979576,31-45,Engineer_31-45,-0.258819045102521,-0.965925826289068
macOS,199.3,F,Test City,Doctor,Travel,2716000,60+,Doctor_60+,-0.258819045102521,-0.965925826289068
X11,29.81,F,Los Angeles,Doctor,Groceries,3979576,16-30,Doctor_16-30,0.707106781186548,-0.707106781186547
Linux,430.62,M,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,-0.707106781186548,0.707106781186547
X11,411.23,F,Los Angeles,Artist,Apparel,3979576,46-60,Artist_46-60,-0.5,-0.866025403784439
Windows,56.9,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,-0.5,0.866025403784438
Linux,13.68,F,Los Angeles,Artist,Travel,3979576,60+,Artist_60+,-1,-1.83880688453542e-16
other,143.52,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
Windows,108.01,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.5,-0.866025403784439
macOS,209.67,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.965925826289068,0.258819045102521
macOS,155.59,F,New York,Lawyer,Apparel,8419600,46-60,Lawyer_46-60,-0.258819045102521,-0.965925826289068
Windows,144.95,M,Test City,Clerk,Groceries,2328000,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
other,499.75,M,Phoenix,Nurse,Apparel,1680992,60+,Nurse_60+,-0.965925826289068,-0.258819045102521
macOS,104.57,F,Test City,Engineer,Travel,2716000,60+,Engineer_60+,1.22514845490862e-16,-1
macOS,250.64,M,Phoenix,Lawyer,Electronics,1680992,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
other,269.02,M,Chicago,Artist,Electronics,2716000,60+,Artist_60+,-0.965925826289069,0.25881904510252
macOS,237.91,M,Houston,Clerk,Travel,2328000,60+,Clerk_60+,-0.866025403784439,0.5
other,338.64,M,Test City,Teacher,Entertainment,2716000,16-30,Teacher_16-30,-0.258819045102522,0.965925826289068
Windows,359.4,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
Linux,382.72,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,-0.5,-0.866025403784439
macOS,355.82,M,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,0.707106781186547,0.707106781186548
other,384.43,F,New York,Doctor,Electronics,8419600,46-60,Doctor_46-60,-0.258819045102522,0.965925826289068
other,181.26,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.258819045102521,0.965925826289068
Linux,263.89,M,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,0,1
Linux,108.46,F,New York,Nurse,Apparel,8419600,60+,Nurse_60+,-0.965925826289068,-0.258819045102521
macOS,303.02,F,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,-0.5,-0.866025403784439
macOS,387.34,M,Test City,Teacher,Travel,3979576,46-60,Teacher_46-60,0.258819045102521,0.965925826289068
